"runtime","fcsthour","validtime","gec00.u","gec00.v","gep01.u","gep01.v","gep02.u","gep02.v","gep03.u","gep03.v","gep04.u","gep04.v","gep05.u","gep05.v","gep06.u","gep06.v","gep07.u","gep07.v","gep08.u","gep08.v","gep09.u","gep09.v","gep10.u","gep10.v","gep11.u","gep11.v","gep12.u","gep12.v","gep13.u","gep13.v","gep14.u","gep14.v","gep15.u","gep15.v","gep16.u","gep16.v","gep17.u","gep17.v","gep18.u","gep18.v","gep19.u","gep19.v","gep20.u","gep20.v"
2017-06-06 18:00:00,0,2017-06-06 18:00:00,2.52699653484191,5.55950259202197,2.31523011320102,4.87336985403817,3.13125462977391,6.03687137042031,1.8809106892719,5.24228528712822,2.47579919398191,4.69271249810308,2.72045559662296,5.85957587427864,1.50696455331816,4.92502780460786,1.48420385734397,4.69212252874731,3.28182257044576,6.37870939431118,3.4895668520704,6.08612381556504,2.63283725693709,5.70623671800066,2.36413374903534,5.72579189066993,2.69026949386164,6.45133578627167,2.63290793211436,4.6109353727609,2.11950007152696,5.17035262916189,2.27621913854642,6.72736141015813,2.05285320059709,5.61372319364669,2.9608091446144,5.6359553311932,2.51173282304398,4.79903608073391,2.27288969920709,5.9724541928804,2.7018991006468,5.34597392903447
2017-06-06 18:00:00,3,2017-06-06 21:00:00,3.6559644001948,4.11995201844644,3.12882030410865,3.96067944203658,4.03956419898367,4.31183983097331,3.55538528260949,4.02466919494148,3.14491586079283,4.50377407653746,3.49239840721469,4.3977850469511,2.94274875436363,5.28118302200796,2.25952279720691,5.45812378673815,4.36070367944662,4.09294115123211,4.15058628681921,3.29202511728222,3.37588834903041,4.3878972280006,3.45991489934111,4.2608854624029,4.31488100884677,4.14206882992348,3.51538716775551,3.6356428121864,3.28669432344873,5.09126339516406,3.91798458300114,5.52776024259589,2.75037369207662,4.73404688706258,3.85293400732979,4.28059867853835,3.33799471928651,3.989205841635,4.10473732789107,4.63011071974141,3.58858381660609,4.06630764928652
2017-06-06 18:00:00,6,2017-06-07 00:00:00,2.72658901154842,5.62530435012517,3.45701316189186,5.7638002384138,3.41896561425484,5.30960348827167,2.84686536095559,5.27105079397319,2.99446255185184,7.18262556827377,2.67433538521564,4.54780071608996,2.81560166683351,5.43301881837512,2.72553104606895,5.97557920824842,3.35223092086024,5.9190987957095,3.62244608668206,4.19531233729784,2.64615975563284,6.87081767031251,2.4278366545949,6.05172888247934,2.88101925020871,4.60852991537689,1.98818752205787,5.5594476319909,2.3502925564866,6.06273782929714,3.62382407031278,6.75788210141681,3.19972104218013,6.70136643196804,2.52228589613679,5.52394797903635,2.33884506143852,5.99326473195518,3.3167949289138,5.4522969241185,2.99279757863108,5.38794992841281
2017-06-06 18:00:00,9,2017-06-07 03:00:00,3.84033549923005,7.27520688479464,4.12732865439842,7.63456911874068,3.84682135475685,7.28793578010975,3.78301078992507,7.2137615034829,4.57155369911306,7.59092961932824,4.40485867827651,5.83281849851509,4.10244010055292,7.49472430081374,3.55390108865618,7.76822017958421,3.69836598354419,7.23972304904815,3.57434844844618,5.92819073579695,4.10737614702359,7.36708632414487,3.75718988771118,7.21089769811822,3.16247123748221,5.94744921100562,3.44378556538203,6.30962461857222,3.62748867138987,7.23532461483781,4.37091719637649,8.01486117590669,3.94844296061021,7.98270767057206,3.01043852872319,6.83749627318236,3.57359202062292,7.42874514416986,3.68333600410023,5.77084833551598,4.01610553766605,7.14720084689725
2017-06-06 18:00:00,12,2017-06-07 06:00:00,3.63429396651268,7.97808518760366,4.0594102147901,8.49646441250911,3.58066713584489,7.35496702086214,3.96272252853573,8.01668428097288,4.40340098725311,7.54775411250371,3.27018685432311,6.34008166840642,3.95541131818694,8.29908696362468,3.87250503070292,8.16849502922554,4.21561384481599,7.44490827670339,3.26215079208722,7.30881409075221,3.8168869322201,7.61866676357538,3.34034298188142,7.57715802532854,2.98510228349643,6.95244170507694,3.1993538412623,7.66104741754325,4.0549074014236,7.39695413386751,4.3068089493551,7.97622252267224,3.97174046498039,8.26699171493024,3.2592765738824,7.36923755250501,3.86075276909059,7.50066143330497,3.15328880761343,6.36782236467093,3.77908844521672,8.23343150880207
2017-06-06 18:00:00,15,2017-06-07 09:00:00,3.16126863911349,8.23473394375607,3.50263120264184,9.01604217342011,2.95359922671954,7.48900927107356,3.15351707731937,7.77202271393231,3.46793650548658,7.66653092177501,2.15641566000998,6.41262433192736,3.54104048468126,7.73719470746062,3.04858963457277,8.24925251788429,3.06584863792893,8.15095716366309,2.77023598305779,8.05930443456304,3.27591922589801,7.42992179365966,3.09738888394008,7.64594199359458,2.99539948020111,7.30452541985855,2.63403198809789,7.92443210933768,3.11423231968342,8.51292314109069,3.58291456825179,7.78352807520194,3.25341922801849,7.81634088247867,2.97114172471849,7.51386870541223,3.47062919833005,8.49871023050026,3.19174444216899,6.24120342982785,3.03766694290583,8.68134726788193
2017-06-06 18:00:00,18,2017-06-07 12:00:00,2.60866929216725,7.99422880636253,3.36922367302191,8.94256026736527,3.02920284734164,8.06750389807843,2.56402499878957,7.286375552389,3.21802963514279,8.03940750470977,3.04924420838829,7.31422095932442,3.77895679741791,7.43758504695683,2.35729553214183,8.42211743056254,3.5931531688669,7.68801290524495,2.08904980589939,8.62853492650652,4.19865650869616,7.36076904868001,2.54861456647447,7.95784368431805,2.8581117570247,7.49510712486311,2.47098929134572,7.97066943099317,2.15791758453594,8.0122597100234,3.7153109442849,7.73479843552299,3.22825986989209,8.07956260688548,2.95811428948397,7.90937351104078,2.19699384579263,7.97061084283824,3.21246283882093,6.48010764093619,2.05859027598501,8.69544379164393
2017-06-06 18:00:00,21,2017-06-07 15:00:00,5.74308981713249,7.89498014167247,5.10892350281748,8.6362344287534,5.32709581831768,8.00857139169725,5.07941936951354,7.27791369834641,4.97330919280048,7.75862971650928,6.28340959414426,6.70282203669682,5.7716604128235,6.65413519696935,4.66858934160147,8.59862743371031,6.58495287389238,7.33553686563983,4.12634311219823,9.07434668439837,6.84923032022344,6.44559533852105,6.02069183508902,7.33839471501343,5.67387689702389,7.16830901359588,6.47249086008229,7.33379527438605,5.02769618675446,8.04081043662111,6.62098781503091,6.75015181736863,5.85248245938739,6.95809172414598,5.57407872775146,7.57365970971237,5.25596421092475,7.7981037593365,6.24040831292797,6.54731704957981,5.30982355128271,8.49716378607203
2017-06-06 18:00:00,24,2017-06-07 18:00:00,5.50113670889782,6.31396463810492,5.22634246019394,6.81911421897894,5.66104191827126,6.66786592068457,5.48255232338947,6.76372008732322,5.30606382798779,6.48730682608625,5.64763113277232,6.10934709360312,5.62479292831636,6.27472655019345,4.15519057495304,7.08722128067253,5.73543452348973,5.83982547621976,3.6479577805751,7.74393774115986,6.06969689968333,6.66404996727762,5.81227906654664,5.85104012353812,5.36768106482409,6.22736338251233,5.90314873422127,5.54409174767099,4.34954592479902,7.31306315663587,5.30013275890325,6.59526826812795,4.87511783259402,6.41006561088252,5.37524335518607,6.00006197693417,5.53416471154825,6.27759387274642,5.5322390349556,6.0388080875062,5.35587628632164,6.3694994856985
2017-06-06 18:00:00,27,2017-06-07 21:00:00,5.02527302049157,6.32938075575736,4.57673147613556,6.49903753867509,6.00204325590921,6.2320615031994,4.34833157952005,5.45605896089773,5.38211786762149,6.74229054870417,5.38007941762607,5.50181331264486,5.6029810938201,6.56145296406788,4.47780623041676,6.69903146150928,5.64677218994547,5.83668842925772,3.28399268829436,7.09427977747951,5.24572429195574,6.68390714995272,5.88393836033107,6.06638945482263,5.68172611083769,6.05331127901857,5.73095945103896,5.27892598086404,3.94216013553343,7.1453185513546,5.62090642759391,5.76842173895771,4.40982088971407,6.32948977520813,5.55261452442278,5.67280640883534,4.86623495426813,6.47185808549781,4.49078852989794,5.18984596651789,5.660201282348,6.03797424572021
