"runtime","fcsthour","validtime","gec00.u","gec00.v","gep01.u","gep01.v","gep02.u","gep02.v","gep03.u","gep03.v","gep04.u","gep04.v","gep05.u","gep05.v","gep06.u","gep06.v","gep07.u","gep07.v","gep08.u","gep08.v","gep09.u","gep09.v","gep10.u","gep10.v","gep11.u","gep11.v","gep12.u","gep12.v","gep13.u","gep13.v","gep14.u","gep14.v","gep15.u","gep15.v","gep16.u","gep16.v","gep17.u","gep17.v","gep18.u","gep18.v","gep19.u","gep19.v","gep20.u","gep20.v"
2017-07-08 18:00:00,0,2017-07-08 18:00:00,-2.00707021424188,1.44483099169696,-1.96074534871004,1.51577708278083,-2.32666842214001,1.89369025436491,-1.25930763091434,0.485274747090487,-1.79231239015167,0.294347806957408,-1.72079139132867,1.35146033938018,-1.86332944199675,1.1458053091815,-0.988606611473486,1.680864252205,-1.48169412032237,1.73421987300429,-2.39160261098293,0.966123561566598,-1.96926890974257,1.07502891340778,-2.93674515607055,1.39711264777301,-3.00559135226436,1.75466736182713,-3.17832423852719,1.56657585841337,-1.61662750002371,1.15672251075869,-2.74736487848729,1.98174411057772,-2.54807895850126,2.74320466619892,-1.09798819947601,1.87518516214082,-2.85254858151586,0.835858069830918,-2.58855447917751,1.58427027678188,0.342848366225973,1.75093371910139
2017-07-08 18:00:00,3,2017-07-08 21:00:00,-1.46534074335319,1.75854363526514,-1.62654922629755,2.14124477590539,-0.7444299092557,2.22199642322297,-1.62381080073295,1.23551984570448,-1.59635760381807,1.05978629274315,-1.03190803279506,1.04061191294166,-1.58967190430083,1.68350102041928,-1.02736763246481,1.74053308555872,-0.9923141447785,1.18953796197754,-2.29488998489222,1.763348984776,-1.05149417853169,1.52396748460546,-1.81108833579216,2.15595701737728,-2.25310031401374,2.47314834770764,-2.21400438094495,2.5294538881876,-1.35526130199974,0.546836544235261,-1.07796115973898,1.48737742023272,-0.414552704217414,2.3021762135411,-0.337871946957637,0.603823175996639,-1.92074706999412,1.50632111314271,-1.23569641293908,1.83050617540181,-0.187543360227887,0.883149550164026
2017-07-08 18:00:00,6,2017-07-09 00:00:00,-1.1965763236909,3.09128824275375,-0.097866928517169,2.85595559813259,-0.580596566835627,3.86833436695445,-1.40737031095965,2.61873923872409,-0.652834254785621,2.73515214147534,-0.977252318120847,2.79914548767501,-1.23609443561148,2.58135180807177,-0.524540197224555,2.78952501464451,-1.3418738673295,2.47951014495533,-1.41689893723494,2.60309705285751,-1.47710618405594,2.34767362814114,-0.75511566710238,3.32919918005055,-1.17403052695202,3.38128863458222,-0.690104076569506,3.44453934805319,-2.09668877988533,2.46376843451112,-1.03383185696064,2.89152196134859,-0.703901513203597,3.05669400197877,-0.95051671989458,1.98562962719495,-1.15328907033253,3.14512062585292,-0.976262697841275,3.13294397076167,-0.675246018788326,2.23813974760072
2017-07-08 18:00:00,9,2017-07-09 03:00:00,-0.990195915390069,3.09079311843725,-0.368282773232012,2.44324815615087,-0.528224596489169,3.49403726194662,-1.27327282205225,2.95528387702961,-0.869585830014635,2.63851184043054,-0.874480271679377,3.04625506184349,-1.43032373461674,3.08368715652335,-0.513573334873135,2.90779817772968,-1.13829714367712,2.95526308469209,-1.01922641906479,2.63072908667063,-1.52200627181427,2.76948308555816,-0.995299494922839,2.81677677258376,-1.42332647377421,3.21437552883679,-0.904049880931983,2.85783125484149,-1.18921996382964,3.2505043970476,-0.931411434744626,2.84058716827638,-0.741468186341764,2.89930136557303,-1.28648099309016,2.66258978655868,-0.760407673472827,3.1254588049111,-1.02599513364663,3.18215550637815,-1.22502479335069,2.97363814306237
2017-07-08 18:00:00,12,2017-07-09 06:00:00,-1.19513272452424,3.41238725992964,-1.0931739728534,2.72206352531289,-1.05260979312912,3.58091722381822,-1.26456624234084,3.51004145736054,-1.26411176420968,2.9493104679939,-1.21624896888493,3.5166026348075,-1.12892024111398,3.59914385942361,-0.954558375719107,3.25690638771464,-1.18711058059126,3.12688425161511,-1.59415010731211,3.26423109701962,-1.2484511698484,3.34596999398581,-1.27281558146167,3.14067387549291,-1.6472976157025,3.77942365343256,-1.17536694236315,3.28888566892737,-1.36387697895486,3.54244002057905,-0.899282913767318,2.81813084766175,-1.06164176905142,3.23763745901225,-1.8884864405939,3.53852250347825,-0.985543457218663,3.47649763382271,-1.05408524533396,3.63783621093461,-1.03100180150566,3.51593705321768
2017-07-08 18:00:00,15,2017-07-09 09:00:00,-0.741616985218907,4.18433507852283,-1.097137105368,4.15496873890262,-0.492030250372604,4.28852218572263,-0.7392621071234,4.2164931966338,-0.929340211163129,3.96409562017793,-0.424577620326369,4.05141679122465,-0.37416259261121,3.77050474822248,-0.375552033501003,3.98053713533383,-0.72779579861681,3.82915491375251,-0.857213663087294,4.04187626610251,-0.784741190775358,4.02496482195123,-1.36383363124761,4.46365893602369,-1.13396778453471,4.72278273118294,-0.869197420732689,4.21564882524761,-0.652379803031983,4.14855010222581,-0.33273146701814,3.7395937660558,-0.465937543979843,3.78272799173103,-0.821730792486194,4.48150823239225,-0.582646217742792,4.00052446658918,-0.811329209314511,4.46900095434325,-0.445443398567863,4.06691531517187
2017-07-08 18:00:00,18,2017-07-09 12:00:00,0.564149670962663,3.87994593017892,0.368983937498455,4.03060015344335,0.842878886017674,3.6347429275831,0.426460115030797,3.97926745770241,0.631203115986428,3.87839857958573,0.709324811468023,3.46039484414746,0.774332945126338,3.50918906924981,1.05742667330921,3.62928401588019,0.578207837863102,3.574946507113,0.435615263984155,3.6234707174924,0.255444543291415,3.47167907363592,0.0704179873792658,4.42083543149396,0.0670627859266962,4.53326747537826,0.552115293298656,3.85694763411137,0.763292718587282,3.6140291437075,0.789384547666631,3.21272696431481,0.659479412366046,3.64348133343823,0.747342775106707,4.12849785457959,0.906433481428635,3.51941706185372,0.737042122074745,4.13634209334045,0.723215127550751,3.74179014533824
2017-07-08 18:00:00,21,2017-07-09 15:00:00,0.764889256195265,3.28456726834724,1.09426405737137,3.47246821805165,1.19943979808811,2.96798708219419,0.251161867632602,3.47592773189837,0.958214238685546,2.92087117916597,0.359948577288104,3.13567816478634,0.58280639914345,3.06698355737083,0.69135002381654,3.19259703717628,0.957732498675314,3.06104134620193,0.715218231317995,2.97703512287469,0.372474364799122,2.71878657331182,1.15301139791804,3.75106639283007,0.483356363802646,3.82388633158329,0.619346284461546,3.50855500910691,0.714679463155869,2.9281138543445,0.550019631158512,2.5483862403222,0.593532040588505,3.10900715788449,0.860108303965672,3.63368533751555,0.866116018601494,2.93966104310937,1.13548636292855,3.29622228087006,0.783719913769399,2.95054907217683
2017-07-08 18:00:00,24,2017-07-09 18:00:00,-1.38044250001077,2.88934699994664,-1.07386375858704,2.84782292028481,-1.2347689741092,3.40002975368476,-1.97709318637744,3.05671493437432,-1.69410633056626,2.41324329953871,-1.8883004932126,2.95665080164039,-1.58689344972608,3.09944401903599,-1.91367198221388,3.24824559247966,-1.77186146396137,2.57993672554314,-1.37304032815483,2.4642111617881,-2.05083285916713,2.54550442024837,-1.13744181955314,3.07167629089256,-1.35699194634022,2.92492740995113,-1.72033814633924,3.05360373587116,-1.64731042872547,2.53732302136364,-1.46563186871654,3.14006614550296,-0.730363680485942,3.82509347131292,-1.41949871138602,3.04164776041887,-1.46658853446886,2.71716632638942,-1.23229517672599,3.10259844266185,-2.09489209272755,2.78243680535363
2017-07-08 18:00:00,27,2017-07-09 21:00:00,-2.63528335671557,3.97398288680493,-2.56317454820395,3.41709122919219,-1.75938726161436,4.1486754433294,-3.08608851358694,3.80257281689228,-2.82456130063064,4.00086291684837,-3.08753182243971,3.49757214426811,-2.63203708633452,4.21074102671833,-2.92546752195179,3.92459193303864,-2.96093167416068,3.78033409562505,-3.12062840673848,3.34978486752092,-3.10889745832499,3.59834594144434,-2.55834507003194,3.91478560628332,-2.97840165194266,3.48953543471896,-2.73829748965131,4.07571758971771,-2.74814445403354,3.62813042241401,-2.02454542459521,3.98922431443415,-1.20876560104872,3.75096032776619,-2.74484397827375,3.78389825935821,-2.96759469185625,3.78201066307237,-2.60102025921238,3.7592468148439,-3.11694585779079,3.63899637624295
