"runtime","fcsthour","validtime","gec00.u","gec00.v","gep01.u","gep01.v","gep02.u","gep02.v","gep03.u","gep03.v","gep04.u","gep04.v","gep05.u","gep05.v","gep06.u","gep06.v","gep07.u","gep07.v","gep08.u","gep08.v","gep09.u","gep09.v","gep10.u","gep10.v","gep11.u","gep11.v","gep12.u","gep12.v","gep13.u","gep13.v","gep14.u","gep14.v","gep15.u","gep15.v","gep16.u","gep16.v","gep17.u","gep17.v","gep18.u","gep18.v","gep19.u","gep19.v","gep20.u","gep20.v"
2017-04-29 18:00:00,0,2017-04-29 18:00:00,-6.51943532489905,2.3991176583035,-6.64158693336215,2.13138632197826,-6.6623895381141,2.18416712021299,-6.75467548921087,2.43926011131818,-6.14394585681809,2.57144210057189,-6.54765464753948,2.6163629733569,-6.22216748191765,2.45967854880603,-6.78681425334189,1.89166311762662,-6.58284307076,2.55285496046223,-6.03156194114672,2.94953880383806,-6.5030883370268,2.52183899689437,-6.53315026095809,1.88358297253824,-6.51063853981917,2.13461024001876,-6.59226562207969,2.53908400205027,-7.00596017084154,1.89035095787585,-6.79246768280741,2.28803493588598,-5.9967694550043,2.90017786655216,-6.31605583295702,2.26780261491858,-6.61938527229634,2.2022097661696,-6.40858434227388,2.65740916964617,-6.29504226753838,2.98778369986896
2017-04-29 18:00:00,3,2017-04-29 21:00:00,-7.25831796001293,3.2535969707385,-7.56539313554863,3.34586023207896,-7.48061776124078,3.17952454811939,-7.43599580644452,3.5006496183462,-7.2212037258897,3.02297232557138,-7.16041664599831,3.44671463823594,-7.00005111722906,3.38262335497993,-7.38977503706581,2.86474653393667,-7.31779342005122,3.37873229589385,-6.82566092974342,3.43339077681836,-7.24761444090827,3.34927951185274,-7.46177360408666,2.94536362237955,-7.29941763243671,2.95180818299792,-7.33770700314857,3.43699644439013,-7.40515038798197,3.16021405526466,-7.30400320917389,3.40565674620553,-6.86069558227746,3.37542229836646,-7.00030499312095,2.95003579160681,-7.22585375901744,3.45786166897484,-7.29631381507034,3.22743223747182,-7.00612711737485,3.73218812931414
2017-04-29 18:00:00,6,2017-04-30 00:00:00,-6.06845145285144,2.89038253381201,-6.09486218162914,3.1579123630663,-6.00944488849129,2.77550147637701,-6.03924951299888,2.89028783094091,-6.41759451423519,2.80917390279846,-5.94042463582839,3.09807192791556,-5.87817791890658,2.86892831287503,-6.23320716910632,2.9258608598086,-6.37322682715929,3.0308404492341,-5.77278855603103,2.67691931925492,-6.01288055085542,2.86466687634219,-6.35233636659987,2.8894501310309,-5.98534262497924,2.61571323445977,-6.14698012007989,3.04569685186943,-6.2978703231209,3.06437583873429,-6.00116435740467,3.09009803337024,-5.87271868354705,2.84042718408041,-5.81388783662635,2.4026573290653,-6.00472569836467,3.03486242742204,-6.23206826250757,2.83608703543834,-5.76731253249356,3.09765308484012
2017-04-29 18:00:00,9,2017-04-30 03:00:00,-5.22541703041875,3.36787687025528,-5.61563739812659,3.66961249175885,-5.42806833469732,3.14039112385347,-5.25456009180249,3.08725493313488,-5.1767424866438,3.76527777296934,-5.0068905038211,3.38302875358842,-5.0635439526472,3.33500479268127,-5.77284150020253,3.74412334733453,-5.40979281411653,3.4807318222356,-5.08432889190779,3.04503288477188,-5.05193128793366,3.39566636956424,-5.62698609776474,3.72125167534811,-5.07485071006366,3.2536458420313,-5.41701331254194,3.39267707495025,-5.56164081774168,3.74217196304135,-5.09747392225162,3.49249267971388,-5.15903979606596,3.32167806138865,-5.29949175549697,2.87325721791815,-5.2305244253118,3.34170345919168,-5.06854838621895,3.20296715331376,-4.85269583989706,3.4835957894286
2017-04-29 18:00:00,12,2017-04-30 06:00:00,-5.07822080872367,4.33827191626084,-5.22703504305387,4.51617684315385,-5.643214585696,4.51297274499463,-4.51759600172824,3.70773911784893,-4.53726143492464,4.54555401496091,-5.16575660772818,4.03588585995867,-4.65013310691106,4.60056073723265,-5.09716904827178,4.43611276483263,-5.30935088945631,4.41302803810332,-4.82982575488466,4.04699938251352,-5.00875973871411,4.34438158641899,-4.83943532755646,4.5728659407948,-5.38396240389417,4.3635671436812,-5.33297709239446,4.01552933264298,-5.27266990219638,4.26684364678367,-5.09760229513508,4.55446046035653,-5.3441242987208,4.65907086748082,-5.5812048765908,4.23293365888885,-5.21765180784013,4.24724824789957,-4.91024746783513,4.14847883942521,-4.73410699753966,4.32760532887204
2017-04-29 18:00:00,15,2017-04-30 09:00:00,-5.02317997019839,4.46852327345258,-4.80560239080051,4.32678398465792,-5.32239989337444,4.62157901701874,-4.83591578074896,3.69088257497787,-4.62276979116075,4.34258359474295,-4.89223913337964,4.13086682011716,-4.36787144630374,4.28122677096466,-4.51596599517998,4.16089801208296,-5.15333682700093,4.43311751422756,-4.75735807594464,4.47398218515549,-4.89309894187092,4.20624600015273,-4.68526787840962,4.28647971874758,-5.34368812756976,4.44702242344472,-5.11388833798056,4.28628197262421,-5.61333468637013,4.50559381655179,-4.87482145624677,4.52276871922355,-5.02873304487474,4.42455693954822,-5.22933373696815,4.49757719612785,-4.6907011898276,4.17877951997543,-5.51835582618885,4.849241763761,-4.9834453800031,4.47133430440873
2017-04-29 18:00:00,18,2017-04-30 12:00:00,-4.92813849600884,4.22196797061301,-4.9174684713291,4.21189578191078,-5.00950056029312,4.39698392433846,-5.56079808625587,4.35120228381779,-4.84439388088517,4.05764533939311,-4.87234397836061,3.81960642104132,-4.56681326978394,3.94686294635092,-4.803997146391,4.23449917421746,-5.14503110704147,4.28587795850784,-4.63818512507973,4.27420099923206,-4.9174101602762,4.04132318190799,-5.21783745114841,4.32352899574983,-5.02848692670264,4.19624077923037,-4.75433656187212,4.26701900573739,-5.48106078801387,4.57578070941834,-4.74884996366619,4.16842374148758,-5.13244841192949,4.2618151047582,-4.86431151524397,4.42000594347955,-4.65293622265725,4.16314348527099,-5.06217304142684,4.06855983292359,-4.83080078054346,4.04145982700077
2017-04-29 18:00:00,21,2017-04-30 15:00:00,-6.33725809711467,4.92688054304664,-6.70568465281697,4.92843272855821,-5.89204876628291,4.84890411604204,-6.18983182411584,5.31009234599927,-6.52237918031047,5.04366204109957,-6.15871772038595,4.74547136420653,-6.35299526295438,4.7634238794148,-5.94717151838371,5.00414665098483,-6.01967266485418,5.03884889110519,-6.08269902549408,4.94601684512222,-6.2208841382245,4.93667245225497,-6.42982814306562,4.95599606599655,-6.54557442508532,4.91792132324248,-6.18381126514792,5.08365464620365,-6.56412419509607,5.17235959828746,-6.35535803456607,4.83805836016373,-6.37142481701728,4.93290879304884,-6.00751293225093,4.98577913557965,-6.00938469960321,4.91921007775183,-6.49757625380967,4.65570811450471,-6.20021715900724,4.77562299426221
2017-04-29 18:00:00,24,2017-04-30 18:00:00,-7.32498829860808,4.80965464228693,-7.47353138338352,4.91749836073374,-6.77946261429637,4.60209362106683,-6.94534920869996,5.30879195016149,-7.20455018930814,5.24769227773771,-7.30348671935599,5.02573763174103,-7.20792968125017,4.85059745790817,-6.87047412101518,4.8423301629821,-6.96824052498022,4.59821091612105,-7.54973128580458,4.85036181492355,-7.37862588738987,5.06740849278103,-7.29567310514502,5.0357500567264,-7.51503564316407,4.68457190219355,-7.41112589902852,4.88188692790262,-7.50604134196097,4.94496427349514,-7.90168498631601,4.90970041362802,-7.17338317685965,5.01638624956547,-7.35652392594187,4.71906006801292,-7.03923413620752,5.1453980544316,-7.66617855446967,4.45834342802141,-7.10729136153943,4.87346124951373
2017-04-29 18:00:00,27,2017-04-30 21:00:00,-6.99066421472422,5.06667075000724,-6.80593777194638,4.62241130603602,-7.03419243932865,5.00794868608887,-7.49965345100877,5.00929994570454,-7.0028383373562,5.2432410436342,-6.66372625169722,5.08265149362514,-6.71054067675915,5.06547906899995,-7.45129245901059,4.72737793640299,-7.34283024073431,4.91294499552047,-7.1788042991169,5.0039361287012,-7.00228534099366,4.93758390032298,-7.45330255994426,5.52602088262454,-6.90505083060886,4.9097218067242,-7.56354203204829,5.02355579055651,-7.33127461793179,4.89837039903933,-7.28739470093007,5.04426544123969,-7.09646898338427,5.15930567169547,-7.21934164213333,4.69982231751719,-6.93338342644342,5.35540363235335,-7.05615011120417,4.7798390375233,-7.1891710832689,5.16403297220311
